Year,Company Name,Type of Breach,Records Compromised,Financial Loss,Impact Level,Industry,Human Error Factor,Human Error Factor Code,Mitigation Measures
2003,Walmart,Insider Threat,290353,2033346.518,High,Retail,Phishing Attack,4,Regular Security Training
2018,Tenet Healthcare,Ransomware,18779,2010954.277,Critical,Healthcare,Phishing Attack,4,Access Controls
2011,Amazon,Ransomware,873210,1998912.703,High,Retail,Phishing Attack,4,Data Encryption
2012,Tenet Healthcare,Ransomware,643863,2500766.563,Low,Healthcare,Weak Password Management,5,Data Encryption
2018,Cleveland Clinic,Phishing,927164,2058180.971,High,Healthcare,Phishing Attack,4,Access Controls
2002,Walmart,Malware,159932,1486571.871,Medium,Retail,Insider Threat,3,Two-factor Authentication
2024,PNC Financial,Ransomware,355584,2526772.988,Medium,Finance,Weak Password Management,5,Access Controls
2012,Microsoft,Phishing,551166,2508646.558,High,Technology,Weak Password Management,5,Regular Audits
2002,Kaiser Permanente,Insider Threat,167786,2522939.655,Critical,Healthcare,Weak Password Management,5,Regular Security Training
2007,Johns Hopkins,Password Guessing,717724,444714.1101,Low,Healthcare,Unintentional Info Leak ,1,Access Controls
2001,CIA,Malware,796373,1486490.665,Medium,Government,Insider Threat,3,Regular Audits
2010,Walgreens,Insider Threat,793684,1979681.272,Medium,Retail,Phishing Attack,4,Data Encryption
2015,Lowe's,Password Guessing,750461,1005166.892,High,Retail,Improper Disposal ,2,Regular Security Training
2018,Cisco,Malware,241654,447351.3166,Low,Technology,Unintentional Info Leak ,1,Regular Audits
2011,Treasury Department,DDoS Attack,173154,2499089.198,Medium,Government,Weak Password Management,5,Regular Audits
2009,Home Depot,Physical Breach,393482,469871.7917,Medium,Retail,Unintentional Info Leak ,1,Regular Audits
2008,Mayo Clinic,Malware,343945,2054576.479,Medium,Healthcare,Phishing Attack,4,Access Controls
2000,Costco,Physical Breach,684051,1437689.716,High,Retail,Insider Threat,3,Regular Security Training
2003,American Express,Insider Threat,844721,1037748.842,Critical,Finance,Improper Disposal ,2,Regular Security Training
2024,Goldman Sachs,Password Guessing,784572,1462456.855,High,Finance,Insider Threat,3,Regular Audits
2009,Amazon,Insider Threat,58008,1498470.47,Medium,Technology,Insider Threat,3,Regular Security Training
2016,Bank of America,Ransomware,13960,557097.4322,Medium,Finance,Unintentional Info Leak ,1,Regular Security Training
2015,Walmart,Password Guessing,344260,2568095.094,Medium,Retail,Weak Password Management,5,Access Controls
2015,CVS,Physical Breach,300203,2559385.856,High,Retail,Weak Password Management,5,Two-factor Authentication
2019,Treasury Department,Phishing,895101,545724.9301,Low,Government,Unintentional Info Leak ,1,Data Encryption
2000,Facebook,Insider Threat,400948,1448799.041,Critical,Technology,Insider Threat,3,Two-factor Authentication
2011,Goldman Sachs,Password Guessing,201053,2535667.142,High,Finance,Weak Password Management,5,Two-factor Authentication
2008,Amazon,Password Guessing,24482,2019174.739,Low,Technology,Phishing Attack,4,Data Encryption
2004,Goldman Sachs,Insider Threat,976307,1063362.759,Critical,Finance,Improper Disposal ,2,Two-factor Authentication
2020,CIA,Insider Threat,184061,1016191.092,Low,Government,Improper Disposal ,2,Access Controls
2018,EPA,Ransomware,284185,2020983.963,High,Government,Phishing Attack,4,Regular Security Training
2006,Kaiser Permanente,Insider Threat,711954,583680.7246,Low,Healthcare,Unintentional Info Leak ,1,Access Controls
2013,PNC Financial,Phishing,605777,992017.1535,High,Finance,Improper Disposal ,2,Data Encryption
2023,HCA Healthcare,Malware,841896,1934128.217,High,Healthcare,Phishing Attack,4,Regular Security Training
2022,Johns Hopkins,DDoS Attack,3043,2527072.272,Low,Healthcare,Weak Password Management,5,Access Controls
2017,HCA Healthcare,DDoS Attack,243767,535124.4115,High,Healthcare,Unintentional Info Leak ,1,Data Encryption
2002,American Express,Ransomware,479420,2544861.842,High,Finance,Weak Password Management,5,Data Encryption
2023,Lowe's,Physical Breach,153773,1040976.503,High,Retail,Improper Disposal ,2,Regular Security Training
2018,Costco,Ransomware,491192,2011103.384,High,Retail,Phishing Attack,4,Access Controls
2021,PNC Financial,Insider Threat,378832,2486170.891,Low,Finance,Weak Password Management,5,Regular Security Training
2010,CVS,Password Guessing,490218,591906.167,High,Retail,Unintentional Info Leak ,1,Two-factor Authentication
2010,UPMC,DDoS Attack,656425,1503483.938,Medium,Healthcare,Insider Threat,3,Regular Audits
2004,Treasury Department,DDoS Attack,727888,1431242.14,Critical,Government,Insider Threat,3,Regular Audits
2017,Goldman Sachs,Physical Breach,109858,1576035.82,Medium,Finance,Insider Threat,3,Regular Security Training
2023,DOD,Password Guessing,745229,2494063.926,High,Government,Weak Password Management,5,Data Encryption
2017,PNC Financial,Physical Breach,689801,1473125.966,Medium,Finance,Insider Threat,3,Access Controls
2022,NASA,Malware,672580,429186.1588,Medium,Government,Unintentional Info Leak ,1,Two-factor Authentication
2016,Target,Insider Threat,152367,2488106.253,High,Retail,Weak Password Management,5,Regular Security Training
2024,Facebook,Ransomware,866318,1926982.091,High,Technology,Phishing Attack,4,Two-factor Authentication
2000,HP,Ransomware,127956,966860.5585,Critical,Technology,Improper Disposal ,2,Two-factor Authentication
2008,Target,Phishing,443412,2523333.075,High,Retail,Weak Password Management,5,Regular Audits
2009,CVS,Insider Threat,394127,2589127.219,High,Retail,Weak Password Management,5,Access Controls
2020,Home Depot,Phishing,713106,401974.8128,Low,Retail,Unintentional Info Leak ,1,Data Encryption
2000,Bank of America,Password Guessing,497602,1468001.759,Medium,Finance,Insider Threat,3,Two-factor Authentication
2013,Apple,Physical Breach,924413,2487963.099,Critical,Technology,Weak Password Management,5,Two-factor Authentication
2012,Amazon,Insider Threat,796921,416566.0974,High,Retail,Unintentional Info Leak ,1,Two-factor Authentication
2002,Costco,Password Guessing,871978,1023619.318,Critical,Retail,Improper Disposal ,2,Access Controls
2023,Best Buy,Malware,633929,2515142.06,Low,Retail,Weak Password Management,5,Regular Audits
2024,Cisco,Malware,644529,1497074.718,Low,Technology,Insider Threat,3,Regular Audits
2021,Cleveland Clinic,Physical Breach,467018,1488555.334,Medium,Healthcare,Insider Threat,3,Regular Audits
2012,Kindred Healthcare,Password Guessing,760516,486068.2615,High,Healthcare,Unintentional Info Leak ,1,Access Controls
2005,Costco,Ransomware,896017,1008832.001,Medium,Retail,Improper Disposal ,2,Access Controls
2003,NASA,DDoS Attack,81552,1541943.279,High,Government,Insider Threat,3,Access Controls
2024,Goldman Sachs,DDoS Attack,396019,408191.3466,Medium,Finance,Unintentional Info Leak ,1,Regular Audits
2015,Kaiser Permanente,Password Guessing,467266,2576463.197,Critical,Healthcare,Weak Password Management,5,Two-factor Authentication
2005,HUD,Malware,777319,1001545.212,High,Government,Improper Disposal ,2,Access Controls
2015,Cisco,DDoS Attack,733871,979971.4597,High,Technology,Improper Disposal ,2,Regular Audits
2003,HUD,Insider Threat,36165,993681.0449,High,Government,Improper Disposal ,2,Two-factor Authentication
2002,Johns Hopkins,Ransomware,921420,2532280.286,Medium,Healthcare,Weak Password Management,5,Regular Audits
2007,USPS,Phishing,26280,1884958.538,High,Government,Phishing Attack,4,Access Controls
2021,Goldman Sachs,Ransomware,585443,2462526.755,Low,Finance,Weak Password Management,5,Regular Audits
2013,Costco,Physical Breach,42686,493926.5152,Medium,Retail,Unintentional Info Leak ,1,Access Controls
2000,NASA,Phishing,535979,1525945.798,Medium,Government,Insider Threat,3,Regular Audits
2016,Wells Fargo,Ransomware,924150,1449018.486,Medium,Finance,Insider Threat,3,Access Controls
2006,Lowe's,Password Guessing,498821,2533117.956,Medium,Retail,Weak Password Management,5,Access Controls
2017,Microsoft,DDoS Attack,843918,499032.5892,High,Technology,Unintentional Info Leak ,1,Regular Security Training
2024,Morgan Stanley,Insider Threat,539322,1553413.814,Low,Finance,Insider Threat,3,Regular Security Training
2020,JPMorgan Chase,DDoS Attack,657013,1569050.837,Medium,Finance,Insider Threat,3,Access Controls
2001,Best Buy,Phishing,913962,2048914.146,Medium,Retail,Phishing Attack,4,Data Encryption
2012,American Express,Physical Breach,878000,2470106.369,High,Finance,Weak Password Management,5,Access Controls
2019,IBM,Insider Threat,678423,2510437.527,High,Technology,Weak Password Management,5,Regular Audits
2016,Citigroup,Insider Threat,811653,2036066.511,High,Finance,Phishing Attack,4,Two-factor Authentication
2017,Cleveland Clinic,Password Guessing,935963,1500223.641,High,Healthcare,Insider Threat,3,Data Encryption
2008,JPMorgan Chase,Ransomware,488070,476789.7739,Critical,Finance,Unintentional Info Leak ,1,Data Encryption
2017,IBM,Ransomware,964984,1046459.205,Critical,Technology,Improper Disposal ,2,Access Controls
2012,Microsoft,Password Guessing,588399,531948.9781,High,Technology,Unintentional Info Leak ,1,Regular Security Training
2015,Ascension,Phishing,726010,444146.1451,Medium,Healthcare,Unintentional Info Leak ,1,Regular Audits
2020,Tenet Healthcare,Ransomware,660681,2024595.735,Medium,Healthcare,Phishing Attack,4,Regular Audits
2016,HCA Healthcare,Ransomware,972841,491692.7563,Critical,Healthcare,Unintentional Info Leak ,1,Regular Security Training
2011,HCA Healthcare,Malware,866846,2008166.719,High,Healthcare,Phishing Attack,4,Data Encryption
2019,Google,Password Guessing,692128,521089.3058,High,Technology,Unintentional Info Leak ,1,Data Encryption
2006,Capital One,Password Guessing,570141,958612.3038,Medium,Finance,Improper Disposal ,2,Regular Audits
2016,Cisco,Phishing,760790,1385710.615,Medium,Technology,Insider Threat,3,Regular Security Training
2019,Walgreens,Malware,931373,954149.6465,High,Retail,Improper Disposal ,2,Access Controls
2015,US Bancorp,Physical Breach,482379,513689.4835,Medium,Finance,Unintentional Info Leak ,1,Two-factor Authentication
2008,Tenet Healthcare,Insider Threat,853612,2537702.401,Medium,Healthcare,Weak Password Management,5,Regular Security Training
2008,Kindred Healthcare,Insider Threat,981157,974877.4178,High,Healthcare,Improper Disposal ,2,Regular Audits
2018,US Bancorp,Malware,279607,954279.6569,High,Finance,Improper Disposal ,2,Regular Audits
2003,Bank of America,Insider Threat,406678,2375156.973,Medium,Finance,Weak Password Management,5,Data Encryption
2024,Walgreens,Phishing,889327,1536518.176,Medium,Retail,Insider Threat,3,Data Encryption
2004,IBM,Password Guessing,721082,1444492.124,Low,Technology,Insider Threat,3,Two-factor Authentication
2000,Capital One,Ransomware,655688,1553661.471,Medium,Finance,Insider Threat,3,Regular Security Training
2007,Cisco,Physical Breach,789242,2449065.662,High,Technology,Weak Password Management,5,Regular Security Training
2000,Microsoft,Physical Breach,333102,1005129.264,Medium,Technology,Improper Disposal ,2,Regular Security Training
2017,American Express,Malware,96606,391789.489,High,Finance,Unintentional Info Leak ,1,Access Controls
2003,IBM,Malware,887447,2014211.023,Medium,Technology,Phishing Attack,4,Regular Security Training
2005,Target,Ransomware,113603,425987.2777,High,Retail,Unintentional Info Leak ,1,Regular Audits
2019,Mayo Clinic,Insider Threat,224753,1956512.356,Critical,Healthcare,Phishing Attack,4,Access Controls
2014,Goldman Sachs,Password Guessing,932259,2556382.889,High,Finance,Weak Password Management,5,Two-factor Authentication
2017,Target,Malware,925640,2463347.831,High,Retail,Weak Password Management,5,Data Encryption
2010,American Express,Insider Threat,533214,2503863.739,Critical,Finance,Weak Password Management,5,Regular Security Training
2011,Community Health Systems,Password Guessing,82114,1999121.028,High,Healthcare,Phishing Attack,4,Regular Security Training
2012,Intel,Malware,330474,937264.6529,Medium,Technology,Improper Disposal ,2,Regular Security Training
2012,Tenet Healthcare,Insider Threat,26455,1396351.1,High,Healthcare,Insider Threat,3,Access Controls
2022,Google,Insider Threat,600425,440415.4937,Medium,Technology,Unintentional Info Leak ,1,Access Controls
2023,Apple,Insider Threat,94806,465869.5649,Medium,Technology,Unintentional Info Leak ,1,Data Encryption
2008,Google,Malware,177728,1515704.787,High,Technology,Insider Threat,3,Regular Audits
2016,Lowe's,DDoS Attack,39056,553273.9271,Medium,Retail,Unintentional Info Leak ,1,Two-factor Authentication
2022,Cleveland Clinic,Phishing,646346,2479362.163,Low,Healthcare,Weak Password Management,5,Regular Audits
2008,Walmart,Malware,308393,2010825.12,High,Retail,Phishing Attack,4,Regular Security Training
2013,Apple,Malware,546792,2076216.889,Critical,Technology,Phishing Attack,4,Two-factor Authentication
2018,Capital One,Ransomware,575555,1391580.728,High,Finance,Insider Threat,3,Regular Security Training
2000,Target,Physical Breach,748140,958082.4595,High,Retail,Improper Disposal ,2,Regular Security Training
2017,Intel,DDoS Attack,486005,2494166.47,Medium,Technology,Weak Password Management,5,Regular Security Training
2017,American Express,Malware,826133,2472719.366,Critical,Finance,Weak Password Management,5,Regular Audits
2000,Wells Fargo,Physical Breach,939305,2436582.578,Medium,Finance,Weak Password Management,5,Access Controls
2004,Facebook,Malware,904545,430297.308,Medium,Technology,Unintentional Info Leak ,1,Access Controls
2007,NASA,Malware,745708,2504854.505,Medium,Government,Weak Password Management,5,Two-factor Authentication
2002,US Bancorp,Malware,1601,471946.9805,High,Finance,Unintentional Info Leak ,1,Access Controls
2017,Intel,Password Guessing,424518,1991217.656,High,Technology,Phishing Attack,4,Data Encryption
2019,Costco,Password Guessing,879316,535235.0156,High,Retail,Unintentional Info Leak ,1,Access Controls
2005,Cleveland Clinic,DDoS Attack,525001,520184.3633,Low,Healthcare,Unintentional Info Leak ,1,Regular Audits
2011,Community Health Systems,Phishing,634754,1480873.241,Medium,Healthcare,Insider Threat,3,Data Encryption
2000,Kroger,Insider Threat,209355,1928812.364,Medium,Retail,Phishing Attack,4,Access Controls
2018,Capital One,Password Guessing,833318,533716.5216,Medium,Finance,Unintentional Info Leak ,1,Regular Security Training
2014,Target,Insider Threat,419632,2448583.566,High,Retail,Weak Password Management,5,Access Controls
2004,Best Buy,Phishing,258284,985927.3392,Critical,Retail,Improper Disposal ,2,Data Encryption
2011,FBI,Ransomware,488681,901598.3133,Critical,Government,Improper Disposal ,2,Two-factor Authentication
2019,EPA,Ransomware,861979,1555278.099,High,Government,Insider Threat,3,Two-factor Authentication
2011,Target,Malware,326416,1546810.232,Medium,Retail,Insider Threat,3,Regular Security Training
2023,Treasury Department,Ransomware,63796,2011175.738,Medium,Government,Phishing Attack,4,Data Encryption
2000,Capital One,Insider Threat,351267,2481939.567,High,Finance,Weak Password Management,5,Data Encryption
2009,JPMorgan Chase,Phishing,841144,1998442.822,Medium,Finance,Phishing Attack,4,Access Controls
2013,Apple,Phishing,699687,564198.4482,High,Technology,Unintentional Info Leak ,1,Regular Audits
2002,Amazon,DDoS Attack,397283,1547657.419,High,Technology,Insider Threat,3,Regular Security Training
2004,Amazon,Phishing,647839,452659.7116,Medium,Retail,Unintentional Info Leak ,1,Two-factor Authentication
2009,IBM,Malware,204941,1054001.902,Medium,Technology,Improper Disposal ,2,Access Controls
2017,Mayo Clinic,Ransomware,961570,532738.097,Critical,Healthcare,Unintentional Info Leak ,1,Two-factor Authentication
2008,EPA,DDoS Attack,70299,522228.8489,Critical,Government,Unintentional Info Leak ,1,Access Controls
2003,DOE,Password Guessing,482932,997868.2644,Medium,Government,Improper Disposal ,2,Access Controls
